location,Grigy,Grigy,Grigy,Grigy,Grigy,Grigy
lat,49.00000,49.00000,49.00000,49.00000,49.00000,49.00000
lon,6.25000,6.25000,6.25000,6.25000,6.25000,6.25000
asl,234.408,234.408,234.408,234.408,234.408,234.408
variable,Temperature,Wind Speed,Wind Direction,Cloud Cover Total,Direct Shortwave Radiation,Diffuse Shortwave Radiation
unit,°C,km/h,°,%,W/m²,W/m²
level,2 m elevation corrected,10 m,10 m,sfc,sfc,sfc
resolution,hourly,hourly,hourly,hourly,hourly,hourly
aggregation,None,None,None,None,None,None
timestamp,Grigy Temperature [2 m elevation corrected],Grigy Wind Speed [10 m],Grigy Wind Direction [10 m],Grigy Cloud Cover Total,Grigy Direct Shortwave Radiation,Grigy Diffuse Shortwave Radiation
20190115T1900,4.6716547,14.336861,241.50436,69.0,0.0,0.0
20190115T2000,4.241655,13.70839,240.0685,75.0,0.0,0.0
20190115T2100,4.4816546,11.983188,237.26477,80.0,0.0,0.0
20190115T2200,4.6416545,11.246759,230.19443,88.0,0.0,0.0
20190115T2300,4.4116545,10.464797,229.18492,87.0,0.0,0.0
20190116T0000,3.8216548,10.495713,239.03624,89.0,0.0,0.0
20190116T0100,3.9616547,10.086427,235.1755,77.0,0.0,0.0
20190116T0200,3.4416547,8.913181,226.63658,69.0,0.0,0.0
20190116T0300,3.3816547,8.0899935,212.27565,70.0,0.0,0.0
20190116T0400,3.3916547,8.534353,207.64598,66.0,0.0,0.0
20190116T0500,2.6516547,7.5685663,205.34618,64.0,0.0,0.0
20190116T0600,2.5716548,8.473393,192.26477,49.0,0.0,0.0
20190116T0700,2.0916548,9.826088,188.42697,30.0,0.0,0.0
20190116T0800,1.5916548,11.304229,189.16235,23.400002,0.0,0.0
20190116T0900,0.9316548,11.367109,190.95407,27.6,0.0,0.0
20190116T1000,0.7516548,10.931203,197.24146,29.400002,1.0,7.0
20190116T1100,1.7716548,13.358861,194.03624,29.7,13.0,51.0
20190116T1200,3.3116548,11.252519,187.35239,59.0,58.0,96.0
20190116T1300,4.451655,14.408997,192.99461,29.400002,75.0,128.0
20190116T1400,5.4416547,15.39184,190.7843,27.300001,132.0,124.0
20190116T1500,6.3316545,16.179985,200.85446,26.400002,167.0,101.0
20190116T1600,6.591655,15.256526,199.29004,29.400002,132.0,91.0
20190116T1700,6.1116548,15.844089,201.31792,29.7,48.0,77.0
20190116T1800,5.1516547,15.941944,205.40771,28.500002,11.0,27.0
20190116T1900,4.3316545,17.10284,210.34326,28.800001,0.0,0.0
20190116T2000,4.491655,18.0,216.8699,29.1,0.0,0.0
20190116T2100,4.6516547,18.79255,216.43086,29.400002,0.0,0.0
20190116T2200,4.761655,19.734436,218.33334,29.1,0.0,0.0
20190116T2300,4.6716547,20.620804,225.70732,29.400002,0.0,0.0
20190117T0000,4.9216547,20.466246,230.7106,47.0,0.0,0.0
20190117T0100,4.7316546,22.45315,228.9005,67.0,0.0,0.0
20190117T0200,4.761655,22.183128,221.71077,99.0,0.0,0.0
20190117T0300,5.1916547,22.039528,218.3675,100.0,0.0,0.0
20190117T0400,5.6216545,21.94524,221.0091,99.0,0.0,0.0
20190117T0500,5.7316546,22.218153,220.3999,99.0,0.0,0.0
20190117T0600,5.951655,22.218153,220.3999,100.0,0.0,0.0
20190117T0700,6.0216546,22.406927,226.30196,100.0,0.0,0.0
20190117T0800,6.031655,22.473343,234.78241,100.0,0.0,0.0
20190117T0900,6.1916547,21.461555,247.30621,90.0,0.0,0.0
20190117T1000,5.9416547,19.93048,253.20163,89.0,0.0,3.0
20190117T1100,5.8816547,21.99538,248.89517,50.0,12.0,34.0
20190117T1200,5.7116547,22.104116,239.67639,32.0,60.0,71.0
20190117T1300,5.9416547,28.33957,244.41148,50.0,146.0,74.0
20190117T1400,5.9016547,29.414444,248.45903,45.0,160.0,85.0
20190117T1500,5.6516547,29.830078,252.43973,33.0,138.0,84.0
20190117T1600,5.181655,29.59235,260.1939,38.0,58.0,88.0
20190117T1700,4.471655,25.929996,271.59113,77.0,18.0,67.0
20190117T1800,3.8316548,23.377836,279.75244,95.0,8.0,20.0
20190117T1900,2.7616546,20.523157,285.25513,68.0,0.0,0.0
20190117T2000,2.3216548,17.163355,279.6599,85.0,0.0,0.0
20190117T2100,1.9416548,16.394829,278.84183,65.0,0.0,0.0
20190117T2200,1.5116549,17.309973,286.92752,72.0,0.0,0.0
20190117T2300,0.84165484,16.327497,284.03625,67.0,0.0,0.0
20190118T0000,0.8016548,14.417988,272.8624,11.0,0.0,0.0
20190118T0100,0.2016548,13.722565,265.48602,6.0,0.0,0.0
20190118T0200,-0.33834517,13.698934,266.9872,8.0,0.0,0.0
20190118T0300,-0.5583452,14.471821,264.28943,2.0,0.0,0.0
20190118T0400,-0.8083452,13.75558,263.991,6.0,0.0,0.0
20190118T0500,-1.1383451,11.542478,266.42368,9.0,0.0,0.0
20190118T0600,-1.3283452,10.823973,273.8141,30.0,0.0,0.0
20190118T0700,-1.6283451,9.178235,281.30994,58.0,0.0,0.0
20190118T0800,-1.7683452,6.638072,282.5288,63.0,0.0,0.0
20190118T0900,-2.2283454,5.4119864,273.8141,68.0,0.0,0.0
20190118T1000,-2.0183454,5.0911684,261.8699,87.0,1.0,5.0
20190118T1100,-0.84834516,3.2599385,276.34018,94.0,3.0,35.0
20190118T1200,0.6516548,0.8049845,206.56505,46.0,27.0,70.0
20190118T1300,1.4716548,4.3498964,114.44395,73.0,105.0,105.0
20190118T1400,1.7416549,3.7585104,106.69924,85.0,41.0,123.0
20190118T1500,2.1316547,3.319036,102.52881,74.0,37.0,127.0
20190118T1600,2.0016549,4.6938252,94.398705,87.0,22.0,98.0
20190118T1700,2.0016549,5.7599998,89.99999,90.0,4.0,65.0
20190118T1800,1.6716548,5.6920996,71.56504,93.0,4.0,21.0
20190118T1900,0.97165483,6.792466,57.994614,80.0,0.0,0.0
20190118T2000,-0.088345185,7.5942082,58.570435,73.0,0.0,0.0
20190118T2100,-1.2283452,6.489992,70.55996,89.0,0.0,0.0
20190118T2200,-1.1983452,6.9899354,78.11134,83.0,0.0,0.0
20190118T2300,-1.8183452,7.5685663,87.27369,20.0,0.0,0.0
20190119T0000,-3.0983453,7.928178,87.39744,39.0,0.0,0.0
20190119T0100,-3.4483452,9.0,89.99999,35.0,0.0,0.0
20190119T0200,-3.2483454,9.726665,92.12109,18.0,0.0,0.0
20190119T0300,-3.5683453,9.3876505,94.398705,38.0,0.0,0.0
20190119T0400,-3.7683454,10.1376915,96.1155,55.0,0.0,0.0
20190119T0500,-3.9183455,11.367109,100.954056,44.0,0.0,0.0
20190119T0600,-4.0583453,11.177405,104.93142,34.0,0.0,0.0
20190119T0700,-4.5583453,9.793058,107.10272,37.0,0.0,0.0
20190119T0800,-4.5883455,9.0,106.2602,33.0,0.0,0.0
20190119T0900,-4.9383454,9.6932955,105.06849,1.0,0.0,0.0
20190119T1000,-4.758345,10.739833,103.570435,0.0,4.0,7.0
20190119T1100,-2.9483452,11.525623,104.47029,0.0,60.0,41.0
20190119T1200,-1.3183452,9.531505,100.88553,0.0,145.0,63.0
20190119T1300,-0.118345186,10.137692,106.50436,0.0,214.0,74.0
20190119T1400,0.9516548,10.30883,114.77514,0.0,249.0,79.0
20190119T1500,1.5916548,11.113451,114.90476,0.0,238.0,77.0
20190119T1600,1.7116548,11.966953,111.161255,0.0,188.0,69.0
20190119T1700,1.3916548,10.137692,106.50436,2.4,105.0,55.0
20190119T1800,0.04165481,10.390226,104.03624,24.0,28.0,23.0
20190119T1900,-0.96834517,11.620809,106.1892,37.0,0.0,0.0
20190119T2000,-1.6083452,11.726277,107.87869,48.0,0.0,0.0
20190119T2100,-2.1283453,11.620809,106.1892,64.0,0.0,0.0
20190119T2200,-2.4683454,11.792404,102.33909,85.0,0.0,0.0
20190119T2300,-2.6483452,10.594036,99.7824,94.0,0.0,0.0
20190120T0000,-2.9183452,10.446206,91.97493,93.0,0.0,0.0
20190120T0100,-3.0083454,9.114471,99.09027,88.0,0.0,0.0
20190120T0200,-3.0283453,9.3876505,94.398705,91.0,0.0,0.0
20190120T0300,-2.9983454,9.726665,92.12109,98.0,0.0,0.0
20190120T0400,-2.6083453,10.08,89.99999,99.0,0.0,0.0
20190120T0500,-2.6283453,9.47012,98.74616,100.0,0.0,0.0
20190120T0600,-2.9583454,9.3876505,94.398705,100.0,0.0,0.0
20190120T0700,-2.8583453,9.605998,102.99461,100.0,0.0,0.0
20190120T0800,-2.9583454,8.707238,97.125015,99.0,0.0,0.0
20190120T0900,-2.9383452,9.3876505,85.60129,99.0,0.0,0.0
20190120T1000,-2.7383454,10.239453,79.87532,99.0,0.0,7.0
20190120T1100,-2.1383452,10.661107,78.31063,97.0,2.0,43.0
20190120T1200,-1.6983452,11.177405,75.06858,96.0,7.0,55.0
20190120T1300,-1.2983452,10.086427,87.95459,77.0,0.0,90.0
20190120T1400,-0.5083452,9.028754,85.42608,67.0,18.0,121.0
20190120T1500,-0.17834519,9.904906,70.90651,99.0,3.0,96.0
20190120T1600,0.031654805,10.966713,66.8014,100.0,2.0,75.0
20190120T1700,0.5516548,10.464797,63.43495,100.0,2.0,56.0
20190120T1800,0.89165485,10.30883,65.224846,98.0,6.0,18.0
20190120T1900,0.1716548,10.636766,66.037506,97.0,0.0,0.0
20190120T2000,-0.1383452,11.440979,65.854454,93.0,0.0,0.0
20190120T2100,-0.6283452,10.630672,61.699234,33.0,0.0,0.0
20190120T2200,-1.5483452,10.00256,59.74356,8.0,0.0,0.0
20190120T2300,-1.8483452,9.085988,56.30993,5.0,0.0,0.0
20190121T0000,-2.8283453,10.009036,52.305756,12.0,0.0,0.0
20190121T0100,-3.4083452,9.931042,46.468796,5.0,0.0,0.0
20190121T0200,-4.2883453,9.686609,48.01277,6.0,0.0,0.0
20190121T0300,-4.6283455,8.669949,48.366455,4.0,0.0,0.0
20190121T0400,-5.008345,9.178235,48.179825,2.0,0.0,0.0
20190121T0500,-5.178345,8.913181,46.636566,1.0,0.0,0.0
20190121T0600,-5.5583453,8.404285,46.735703,0.0,0.0,0.0
20190121T0700,-5.7883453,7.386582,43.025055,0.0,0.0,0.0
20190121T0800,-5.9383454,6.989936,34.508514,0.0,0.0,0.0
20190121T0900,-6.0983453,7.289445,32.905228,0.0,0.0,0.0
20190121T1000,-5.798345,8.161764,41.42366,0.0,5.0,8.0
20190121T1100,-4.4583454,8.942214,49.89908,0.0,64.0,43.0
20190121T1200,-3.5783453,8.287822,55.61966,0.0,153.0,64.0
20190121T1300,-2.5783453,7.928177,39.472458,0.0,224.0,75.0
20190121T1400,-1.6683452,8.049845,26.565033,2.0,258.0,79.0
20190121T1500,-0.9483452,7.42159,22.833649,0.0,244.0,80.0
20190121T1600,-0.39834517,6.439876,26.565033,0.0,197.0,71.0
20190121T1700,-0.40834516,3.7585104,16.69925,0.0,113.0,56.0
20190121T1800,-1.6383451,6.638072,12.528809,0.0,31.0,26.0
20190121T1900,-2.1483452,5.904439,37.568573,0.0,0.0,1.0
20190121T2000,-3.0983453,4.5820518,44.999985,0.0,0.0,0.0
20190121T2100,-3.5283453,3.319036,40.601288,0.0,0.0,0.0
20190121T2200,-3.8783455,4.1046314,127.874985,0.0,0.0,0.0
20190121T2300,-4.258345,6.830519,161.56505,0.0,0.0,0.0
20190122T0000,-6.0983453,7.2805495,188.53076,0.0,0.0,0.0
20190122T0100,-6.8283453,7.172949,197.52557,2.0,0.0,0.0
20190122T0200,-6.798345,7.2805495,188.53076,0.0,0.0,0.0
20190122T0300,-7.0383453,5.7599998,180.0,0.0,0.0,0.0
20190122T0400,-6.988345,6.130579,176.63354,5.4,0.0,0.0
20190122T0500,-6.8283453,6.489992,176.82018,6.9,0.0,0.0
20190122T0600,-6.5883455,6.489992,176.82018,9.6,0.0,0.0
20190122T0700,-6.1383452,6.489992,183.17982,11.0,0.0,0.0
20190122T0800,-5.738345,6.8399997,180.0,13.0,0.0,0.0
20190122T0900,-5.4183455,8.759178,170.53767,17.0,0.0,0.0
20190122T1000,-5.008345,10.948973,170.53767,26.0,4.0,8.0
20190122T1100,-4.298345,12.979984,183.17982,86.0,28.0,46.0
20190122T1200,-3.1683452,13.441071,200.37643,97.0,90.0,88.0
20190122T1300,-2.3783453,14.332341,191.59218,92.0,148.0,108.0
20190122T1400,-1.6583452,14.494192,194.3814,72.0,182.0,104.0
20190122T1500,-1.1683452,13.910169,190.43747,62.0,177.0,122.0
20190122T1600,-0.97834516,13.722565,184.51399,50.0,99.0,127.0
20190122T1700,-1.2483451,10.440001,180.0,61.0,43.0,90.0
20190122T1800,-1.6383451,9.178235,168.69006,84.0,5.0,34.0
20190122T1900,-2.2183454,10.041354,165.46555,95.0,0.0,1.0
20190122T2000,-1.8383452,9.826088,171.57303,99.0,0.0,0.0
20190122T2100,-1.8483452,10.1376915,173.88449,100.0,0.0,0.0
20190122T2200,-1.7883452,9.746631,175.76361,100.0,0.0,0.0
20190122T2300,-1.7583451,9.3669195,177.79741,100.0,0.0,0.0
20190123T0000,-1.8383452,7.8954163,155.77225,99.0,0.0,0.0
20190123T0100,-1.8183452,8.891344,158.62938,93.0,0.0,0.0
20190123T0200,-1.5683452,9.449572,162.25533,92.0,0.0,0.0
20190123T0300,-1.5183452,9.693296,158.1986,91.0,0.0,0.0
20190123T0400,-1.3783451,10.144082,152.52557,75.0,0.0,0.0
20190123T0500,-1.1883452,8.557102,157.75098,81.0,0.0,0.0
20190123T0600,-1.2483451,8.049845,153.43495,96.0,0.0,0.0
20190123T0700,-1.6283451,8.669949,138.36646,96.0,0.0,0.0
20190123T0800,-1.9983453,9.449572,130.36453,97.0,0.0,0.0
20190123T0900,-1.9183451,9.387651,122.47119,82.0,0.0,0.0
20190123T1000,-1.7683452,10.144082,117.474434,83.0,0.0,6.0
20190123T1100,-1.4283452,10.30883,114.77514,88.0,3.0,49.0
20190123T1200,-0.40834516,12.031756,128.92754,99.0,20.0,99.0
20190123T1300,-0.0583452,10.805998,119.981636,100.0,42.0,115.0
20190123T1400,0.1316548,11.720751,100.61965,94.0,65.0,135.0
20190123T1500,0.2016548,12.959999,89.99999,84.0,32.0,133.0
20190123T1600,0.4016548,13.797913,74.87599,79.0,23.0,112.0
20190123T1700,0.3316548,14.707222,68.45902,87.0,48.0,75.0
20190123T1800,-0.108345196,11.983188,57.26477,78.0,2.0,28.0
20190123T1900,-0.44834518,10.948973,46.3322,58.0,0.0,1.0
20190123T2000,-0.72834516,10.233123,39.2894,51.0,0.0,0.0
20190123T2100,-1.0083451,8.287822,34.380325,66.0,0.0,0.0
20190123T2200,-1.1383451,7.289445,32.905228,63.0,0.0,0.0
20190123T2300,-1.3283452,6.792466,32.005356,70.0,0.0,0.0
20190124T0000,-2.2283454,5.904439,37.568573,85.0,0.0,0.0
20190124T0100,-2.8783453,5.6920996,18.434952,87.0,0.0,0.0
20190124T0200,-2.4383452,6.849467,3.0127716,76.0,0.0,0.0
20190124T0300,-2.7083454,7.2359104,5.7105865,85.0,0.0,0.0
20190124T0400,-2.7883453,7.2805495,8.530762,85.0,0.0,0.0
20190124T0500,-3.0883453,6.9899354,11.888657,89.0,0.0,0.0
20190124T0600,-2.7583454,5.4477882,7.594635,97.0,0.0,0.0
20190124T0700,-2.7283454,5.4119864,356.18594,96.0,0.0,0.0
20190124T0800,-2.5683453,5.771239,356.42368,99.0,0.0,0.0
20190124T0900,-2.4683454,4.6938252,4.398697,98.0,0.0,0.0
20190124T1000,-2.4183452,4.379589,350.5377,95.0,1.0,7.0
20190124T1100,-2.2783453,5.7599998,360.0,98.0,6.0,52.0
20190124T1200,-2.5783453,5.3999996,323.13013,100.0,13.0,84.0
20190124T1300,-2.3783453,5.0911684,315.0,100.0,23.0,113.0
20190124T1400,-2.3683453,5.95906,295.0169,100.0,8.0,148.0
20190124T1500,-2.2583454,9.028754,293.49857,100.0,14.0,112.0
20190124T1600,-2.2583454,10.315115,299.24884,100.0,10.0,92.0
20190124T1700,-2.3483453,9.585739,304.28687,100.0,17.0,76.0
20190124T1800,-2.7783453,10.383987,303.69006,88.0,9.0,26.0
20190124T1900,-2.8783453,7.5942082,301.42957,72.0,0.0,1.0
20190124T2000,-3.1583452,6.28713,283.2405,70.0,0.0,0.0
20190124T2100,-3.1383452,7.208994,272.8624,85.0,0.0,0.0
20190124T2200,-3.5283453,6.87779,263.991,85.0,0.0,0.0
20190124T2300,-3.6083453,6.6185193,247.61987,97.0,0.0,0.0
20190125T0000,-3.0683453,8.891343,238.24052,99.0,0.0,0.0
20190125T0100,-2.8783453,8.78872,235.00798,100.0,0.0,0.0
20190125T0200,-2.7183454,8.669949,228.36647,99.0,0.0,0.0
20190125T0300,-2.6183453,9.178235,228.17984,100.0,0.0,0.0
20190125T0400,-2.5083454,10.1887,237.99463,100.0,0.0,0.0
20190125T0500,-2.3883452,9.793058,252.89728,98.0,0.0,0.0
20190125T0600,-2.4883454,8.557102,255.37914,88.0,0.0,0.0
20190125T0700,-2.6183453,6.9527545,248.7495,84.0,0.0,0.0
20190125T0800,-3.0383453,6.28713,256.7595,76.0,0.0,0.0
20190125T0900,-2.5983453,5.6920996,251.56506,67.0,0.0,0.0
20190125T1000,-2.8583453,6.3690495,222.7094,58.0,3.0,7.0
20190125T1100,-2.1583452,7.7043357,232.59465,60.0,18.0,43.0
20190125T1200,-1.2983452,10.685391,237.38075,85.0,20.0,104.0
20190125T1300,-0.15834521,11.592894,233.84181,70.0,89.0,107.0
20190125T1400,0.6716548,13.276144,229.39871,65.0,153.0,114.0
20190125T1500,1.3716549,14.512064,240.25513,49.0,154.0,100.0
20190125T1600,1.7016548,15.315873,246.44774,62.0,157.0,85.0
20190125T1700,1.6016548,13.089354,238.49574,81.0,75.0,71.0
20190125T1800,1.0116547,11.200571,225.0,94.0,9.0,29.0
20190125T1900,0.6116548,12.819235,218.15723,99.0,0.0,1.0
20190125T2000,0.5016548,14.480773,214.87534,100.0,0.0,0.0
20190125T2100,0.3816548,16.279802,215.09583,98.0,0.0,0.0
20190125T2200,0.2516548,17.713316,217.56859,95.0,0.0,0.0
20190125T2300,0.2616548,18.161278,219.36932,99.0,0.0,0.0
20190126T0000,0.3816548,19.602652,224.25595,99.0,0.0,0.0
20190126T0100,0.6916548,18.584509,224.21518,100.0,0.0,0.0
20190126T0200,0.8016548,18.837324,225.0,99.0,0.0,0.0
20190126T0300,0.7616548,18.837324,225.0,100.0,0.0,0.0
20190126T0400,0.7516548,18.584509,224.21518,100.0,0.0,0.0
20190126T0500,0.78165483,18.584509,224.21518,100.0,0.0,0.0
20190126T0600,0.9316548,18.075441,224.19308,100.0,0.0,0.0
20190126T0700,1.1916548,18.626305,221.08176,100.0,0.0,0.0
20190126T0800,1.6516548,18.864824,221.90594,100.0,0.0,0.0
20190126T0900,1.9816548,18.59845,222.64671,100.0,0.0,0.0
20190126T1000,2.2916546,18.35647,221.82018,100.0,0.0,2.0
20190126T1100,2.5316546,17.884428,220.1009,100.0,1.0,17.0
20190126T1200,2.6216547,16.299694,223.2101,100.0,0.0,28.0
20190126T1300,2.9816546,17.148247,219.03552,100.0,0.0,34.0
20190126T1400,3.4916546,17.873556,214.33022,100.0,1.0,30.0
20190126T1500,4.0416546,18.0,216.8699,100.0,0.0,35.0
20190126T1600,4.6516547,17.935081,218.4802,100.0,3.0,40.0
20190126T1700,4.8116546,18.0,216.8699,100.0,0.0,22.0
20190126T1800,4.6916547,18.171976,213.69006,100.0,0.0,9.0
20190126T1900,4.5416546,19.469976,213.69006,100.0,0.0,0.0
20190126T2000,4.4116545,19.694992,210.78415,100.0,0.0,0.0
20190126T2100,4.451655,21.09305,207.43973,100.0,0.0,0.0
20190126T2200,4.681655,23.507753,207.34988,100.0,0.0,0.0
20190126T2300,4.681655,24.640942,205.06746,100.0,0.0,0.0
20190127T0000,5.0616546,21.99538,201.10484,95.0,0.0,0.0
20190127T0100,5.1616545,24.482647,199.76717,99.0,0.0,0.0
20190127T0200,5.201655,26.081993,200.1858,99.0,0.0,0.0
20190127T0300,5.3516545,28.694056,203.67053,100.0,0.0,0.0
20190127T0400,5.551655,29.462873,206.87814,99.0,0.0,0.0
20190127T0500,5.451655,29.784426,206.56505,100.0,0.0,0.0
20190127T0600,5.3616548,29.47826,208.44293,100.0,0.0,0.0
20190127T0700,5.4416547,28.99062,208.15619,99.0,0.0,0.0
20190127T0800,5.591655,28.185953,204.92847,99.0,0.0,0.0
20190127T0900,5.6916547,28.185955,208.20163,99.0,0.0,0.0
20190127T1000,5.681655,27.666182,212.24246,99.0,0.0,5.0
20190127T1100,5.9816546,26.980793,211.35709,99.0,0.0,37.0
20190127T1200,6.4416547,23.904108,217.04248,36.0,20.0,80.0
20190127T1300,6.1116548,25.41763,217.51912,37.0,3.0,65.0
20190127T1400,6.341655,29.363731,220.52512,50.0,36.0,113.0
20190127T1500,6.451655,26.729847,225.54565,53.0,37.0,124.0
20190127T1600,6.1316547,23.950148,227.43665,64.0,7.0,89.0
20190127T1700,5.8916545,22.065973,236.30994,92.0,1.0,57.0
20190127T1800,5.0616546,22.42427,264.47247,100.0,0.0,16.0
20190127T1900,3.4116547,30.121912,294.72733,97.0,0.0,1.0
20190127T2000,2.8116548,25.6233,294.04422,95.0,0.0,0.0
20190127T2100,2.5916548,20.598795,275.01312,76.0,0.0,0.0
20190127T2200,2.4416547,20.316889,262.875,90.0,0.0,0.0
20190127T2300,2.2316546,20.265795,257.692,83.0,0.0,0.0
20190128T0000,2.0216548,19.319628,243.43495,43.0,0.0,0.0
20190128T0100,1.8316548,20.63023,240.75117,41.0,0.0,0.0
20190128T0200,1.7316548,21.413193,243.00417,92.0,0.0,0.0
20190128T0300,1.7916548,22.226902,245.09525,100.0,0.0,0.0
20190128T0400,1.9316548,23.933907,248.83875,100.0,0.0,0.0
20190128T0500,1.7016548,24.821732,250.51387,100.0,0.0,0.0
20190128T0600,1.6316549,24.94413,249.73431,100.0,0.0,0.0
20190128T0700,1.6516548,25.20257,248.1986,100.0,0.0,0.0
20190128T0800,1.5916548,25.478743,246.69511,99.0,0.0,0.0
20190128T0900,1.4616548,25.0064,247.12634,100.0,0.0,0.0
20190128T1000,1.3516548,25.537172,248.49857,100.0,0.0,8.0
20190128T1100,1.4916549,26.309572,253.30075,100.0,0.0,38.0
20190128T1200,1.5416548,27.691935,254.15692,99.0,0.0,61.0
20190128T1300,1.8516548,30.652895,273.36646,93.0,0.0,90.0
20190128T1400,2.6216547,25.6233,274.02826,99.0,20.0,137.0
20190128T1500,3.0316546,24.905132,274.14462,98.0,26.0,147.0
20190128T1600,2.8816547,23.110207,274.46716,99.0,1.0,115.0
20190128T1700,3.2516546,21.316135,274.844,96.0,9.0,81.0
20190128T1800,3.1716547,20.674158,277.00128,80.0,7.0,37.0
20190128T1900,2.4016547,21.518847,287.52557,52.0,0.0,3.0
20190128T2000,2.0316548,19.930477,290.07153,52.0,0.0,0.0
20190128T2100,2.0016549,17.654688,290.28256,55.0,0.0,0.0
20190128T2200,2.2816546,17.193533,289.57312,59.0,0.0,0.0
20190128T2300,2.3916547,15.484185,287.59244,85.0,0.0,0.0
20190129T0000,2.1016548,11.631956,291.8014,51.0,0.0,0.0
20190129T0100,1.8216548,11.183201,273.6914,54.0,0.0,0.0
20190129T0200,1.7916548,12.287555,264.95755,37.0,0.0,0.0
20190129T0300,1.4716548,13.084402,262.09283,29.0,0.0,0.0
20190129T0400,1.5116549,11.901798,266.53177,8.0,0.0,0.0
20190129T0500,1.2416549,11.212135,264.47247,15.0,0.0,0.0
20190129T0600,0.6816548,9.826088,261.57303,29.0,0.0,0.0
20190129T0700,0.24165481,8.089993,249.14554,54.0,0.0,0.0
20190129T0800,0.2216548,7.386582,226.97495,58.0,0.0,0.0
20190129T0900,0.05165481,8.209263,217.87498,65.0,0.0,0.0
20190129T1000,0.09165481,10.028439,201.0375,80.0,7.0,10.0
20190129T1100,0.8216548,11.726277,197.8787,77.0,50.0,43.0
20190129T1200,1.1216547,12.682018,186.5198,87.0,100.0,83.0
20190129T1300,1.9616548,13.084402,187.90717,76.0,71.0,146.0
20190129T1400,2.3416548,12.979984,183.17982,61.0,57.0,149.0
20190129T1500,2.6716547,12.964998,181.59114,84.0,93.0,140.0
20190129T1600,2.9416547,13.363711,175.36453,56.0,90.0,111.0
20190129T1700,2.8316548,14.264361,169.8245,23.0,73.0,79.0
20190129T1800,1.8716549,11.298495,149.34933,31.0,14.0,42.0
20190129T1900,0.84165484,11.480557,131.18591,46.0,0.0,3.0
20190129T2000,-0.028345197,13.18308,124.99202,30.000002,0.0,0.0
20190129T2100,-0.32834518,14.57889,122.90524,55.0,0.0,0.0
20190129T2200,-0.2983452,15.496736,120.73548,92.0,0.0,0.0
20190129T2300,-0.14834519,16.434305,118.81079,95.0,0.0,0.0
20190130T0000,-0.06834519,15.7908325,114.22774,98.0,0.0,0.0
20190130T0100,-0.1383452,16.595179,114.34109,100.0,0.0,0.0
20190130T0200,-0.038345188,19.161337,115.60218,100.0,0.0,0.0
20190130T0300,0.2216548,20.63023,119.248825,100.0,0.0,0.0
20190130T0400,0.42165482,20.288164,117.474434,100.0,0.0,0.0
20190130T0500,0.4516548,20.929594,116.56505,100.0,0.0,0.0
20190130T0600,0.8516548,22.366402,123.17851,100.0,0.0,0.0
20190130T0700,1.5016549,23.977188,131.34778,100.0,0.0,0.0
20190130T0800,1.7716548,22.97522,144.56668,100.0,0.0,0.0
20190130T0900,1.3916548,21.542923,170.38026,100.0,0.0,0.0
20190130T1000,0.71165484,23.03156,204.96278,100.0,1.0,5.0
20190130T1100,0.3716548,27.0,233.1301,100.0,0.0,30.0
20190130T1200,0.5816548,25.872454,248.79077,100.0,1.0,55.0
20190130T1300,0.6116548,29.986076,265.17923,100.0,0.0,84.0
20190130T1400,0.53165483,28.266306,263.41806,99.0,0.0,109.0
20190130T1500,0.8616548,29.070974,262.17093,99.0,6.0,132.0
20190130T1600,1.1216547,27.766712,256.50427,62.0,26.0,104.0
20190130T1700,1.4216548,26.111792,254.81418,24.0,43.0,93.0
20190130T1800,1.2516549,20.991426,247.83365,22.0,18.0,49.0
20190130T1900,0.6116548,15.876775,237.0306,7.0,1.0,3.0
20190130T2000,-0.5083452,12.496718,221.49648,15.0,0.0,0.0
20190130T2100,-1.0183452,10.464797,206.56505,30.0,0.0,0.0
20190130T2200,-0.86834514,9.178235,191.30994,93.0,0.0,0.0
20190130T2300,-1.2283452,10.1376915,173.88449,100.0,0.0,0.0
20190131T0000,-0.8183452,8.654986,163.07248,96.0,0.0,0.0
20190131T0100,-0.41834515,10.883676,145.7843,99.0,0.0,0.0
20190131T0200,-0.26834518,12.4811535,146.76828,97.0,0.0,0.0
20190131T0300,-0.21834518,12.181625,161.02959,99.0,0.0,0.0
20190131T0400,-0.1683452,10.8955765,172.40535,99.0,0.0,0.0
20190131T0500,-0.28834522,10.239453,190.12466,98.0,0.0,0.0
20190131T0600,-0.58834517,12.261157,220.23636,97.0,0.0,0.0
20190131T0700,-0.39834517,13.891522,238.7816,99.0,0.0,0.0
20190131T0800,-0.35834515,13.684735,243.43495,98.0,0.0,0.0
20190131T0900,-0.2983452,12.413477,240.46121,99.0,0.0,0.0
20190131T1000,-0.38834518,11.183201,236.82149,98.0,2.0,11.0
20190131T1100,-0.06834519,11.808878,232.43141,91.0,14.0,67.0
20190131T1200,0.5616548,9.449572,220.36453,35.0,81.0,126.0
20190131T1300,0.48165482,5.991594,212.73523,28.0,133.0,148.0
20190131T1400,0.9816548,2.9024127,187.12502,26.0,87.0,206.0
20190131T1500,1.0416548,4.39436,124.99202,32.0,94.0,212.0
20190131T1600,1.1616548,7.0911775,113.96249,48.0,66.0,176.0
20190131T1700,0.96165484,9.3876505,94.398705,29.400002,37.0,132.0
